id,createddate,eventenqueuedutctime,generateddate,accountid,eventid,et,com,metricname,eventcompared,originalvalue,actualvalue,originalsource,actualsource
20180102-0003-4144-5245-746f74614241,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BA,totalevents,et3,18,18,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f7461424e,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BN,totalevents,et3,19,19,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614355,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CU,totalevents,et3,20,20,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74616461,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,da,totalevents,et3,21,21,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614441,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,DA,totalevents,et3,22,22,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614841,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HA,totalevents,et3,23,23,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f7461484b,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HK,totalevents,et3,24,24,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614d59,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,MY,totalevents,et3,25,25,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614e5a,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,NZ,totalevents,et3,26,26,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74614f41,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,OA,totalevents,et3,27,27,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74615048,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,PH,totalevents,et3,28,28,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74615349,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,SI,totalevents,et3,29,29,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74615441,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TA,totalevents,et3,30,30,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f74615448,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TH,totalevents,et3,31,31,ADMIN,REDSHIFT
20180102-0003-4144-5245-746f7461554b,2018-01-02T00:00:00.000000Z,2018-01-02T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,UK,totalevents,et3,32,32,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614153,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,AS,totalevents,et3,33,33,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614241,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BA,totalevents,et3,34,34,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f7461424e,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BN,totalevents,et3,35,35,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614341,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CA,totalevents,et3,36,36,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614355,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CU,totalevents,et3,37,37,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614441,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,DA,totalevents,et3,38,38,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614841,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HA,totalevents,et3,39,39,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f7461484b,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HK,totalevents,et3,40,40,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614d59,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,MY,totalevents,et3,41,41,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614e5a,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,NZ,totalevents,et3,42,42,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74614f41,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,OA,totalevents,et3,43,43,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74615048,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,PH,totalevents,et3,44,44,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74615349,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,SI,totalevents,et3,45,45,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74615441,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TA,totalevents,et3,46,46,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f74615448,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TH,totalevents,et3,47,47,ADMIN,REDSHIFT
20180103-0003-4144-5245-746f7461554b,2018-01-03T00:00:00.000000Z,2018-01-03T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,UK,totalevents,et3,48,48,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614153,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,AS,totalevents,et3,49,49,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614241,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BA,totalevents,et3,50,50,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f7461424e,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BN,totalevents,et3,51,51,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614341,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CA,totalevents,et3,52,52,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614355,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CU,totalevents,et3,53,53,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614441,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,DA,totalevents,et3,54,54,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614841,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HA,totalevents,et3,55,55,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f7461484b,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HK,totalevents,et3,56,56,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614d59,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,MY,totalevents,et3,57,57,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614e5a,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,NZ,totalevents,et3,58,58,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74614f41,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,OA,totalevents,et3,59,59,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74615048,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,PH,totalevents,et3,60,60,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74615349,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,SI,totalevents,et3,61,61,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74615441,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TA,totalevents,et3,62,62,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f74615448,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TH,totalevents,et3,63,63,ADMIN,REDSHIFT
20180104-0003-4144-5245-746f7461554b,2018-01-04T00:00:00.000000Z,2018-01-04T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,UK,totalevents,et3,64,64,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614153,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,AS,totalevents,et3,65,65,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614241,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BA,totalevents,et3,66,66,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f7461424e,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BN,totalevents,et3,67,67,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614341,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CA,totalevents,et3,68,68,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614355,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CU,totalevents,et3,69,69,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74616461,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,da,totalevents,et3,70,70,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614441,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,DA,totalevents,et3,71,71,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614841,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HA,totalevents,et3,72,72,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f7461484b,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HK,totalevents,et3,73,73,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614d59,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,MY,totalevents,et3,74,74,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614e5a,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,NZ,totalevents,et3,75,75,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74614f41,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,OA,totalevents,et3,76,76,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74615048,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,PH,totalevents,et3,77,77,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74615349,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,SI,totalevents,et3,78,78,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74615441,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TA,totalevents,et3,79,79,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f74615448,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,TH,totalevents,et3,80,80,ADMIN,REDSHIFT
20180105-0003-4144-5245-746f7461554b,2018-01-05T00:00:00.000000Z,2018-01-05T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,UK,totalevents,et3,81,81,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614153,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,AS,totalevents,et3,82,82,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614241,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BA,totalevents,et3,83,83,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f7461424e,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,BN,totalevents,et3,84,84,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614341,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CA,totalevents,et3,85,85,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614355,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,CU,totalevents,et3,86,86,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74616461,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,da,totalevents,et3,87,87,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614441,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,DA,totalevents,et3,88,88,ADMIN,REDSHIFT
20180106-0003-4144-5245-746f74614841,2018-01-06T00:00:00.000000Z,2018-01-06T00:00:00.000000Z,2018-04-25T17:27:28.000000Z,667fa4a4-b3f0-4391-b740-a26db510c2d7,e79c98f8-f777-4416-b13a-65446f079147,90,HA,totalevents,et3,89,89,ADMIN,REDSHIFT
